age,gender,marital_status,education_level,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,num_of_delinquencies,loan_paid_back,annual_income_log,current_balance_log
62,female,single,bachelor's,employed,0.066,696.0,10147.79,debt_consolidation,14.23,36,5,1,1,10.97331483284031,10.56191517453017
22,male,married,high_school,employed,0.225,689.0,7446.42,education,14.51,60,6,4,1,10.516972286447482,10.629172588694118
22,male,single,bachelor's,unemployed,0.187,657.0,10690.44,debt_consolidation,14.27,36,0,2,0,10.606876605605258,9.332904847198485
47,male,single,high_school,employed,0.04,499.0,23165.43,debt_consolidation,14.06,60,2,1,1,11.051056340745523,10.804876806833777
34,female,married,bachelor's,employed,0.229,813.0,15667.36,education,8.73,36,8,1,1,10.126331458961292,8.924295625041777
68,female,single,other,employed,0.109,639.0,1823.41,debt_consolidation,12.75,60,5,2,1,10.77057081318037,10.91658425405391
59,male,married,other,unemployed,0.171,716.0,20608.04,home,12.01,36,8,1,0,10.354404560592123,9.510533849365027
73,male,married,high_school,self-employed,0.161,624.0,3865.95,car,14.52,60,5,4,1,10.580785545647887,10.302085804326898
73,male,married,high_school,self-employed,0.138,638.0,22110.3,debt_consolidation,11.27,36,6,4,0,11.366028695139812,9.737598243803479
32,female,married,high_school,employed,0.081,738.0,24438.71,debt_consolidation,10.37,36,5,1,1,11.185415348310325,10.726957044623397
52,male,married,master's,employed,0.133,715.0,12452.0,car,11.02,60,6,1,1,10.225638078444407,9.340714911980722
48,female,single,high_school,employed,0.195,739.0,29728.56,education,12.41,36,6,2,1,10.60244457324282,10.11669268092627
75,male,married,high_school,employed,0.176,850.0,30341.96,car,10.23,36,4,5,1,11.350108726425859,11.439207232242843
48,female,single,high_school,unemployed,0.123,792.0,12112.98,other,13.59,60,8,1,1,10.097215887299875,9.977358175096091
66,female,married,master's,self-employed,0.023,589.0,22372.03,car,15.87,36,5,1,1,10.271816227203502,8.980058906255506
45,female,single,other,employed,0.192,850.0,34785.61,debt_consolidation,4.38,36,3,2,1,11.30173704049279,10.734570443707268
24,male,married,master's,unemployed,0.45849999999999996,695.0,12792.25,debt_consolidation,11.8,36,1,3,0,10.498797788709128,9.35316804497582
46,female,single,master's,employed,0.051,590.0,5196.94,other,17.09,60,6,4,1,9.749112430857014,10.212849900164201
56,male,single,bachelor's,employed,0.263,782.0,4296.4,debt_consolidation,7.62,60,7,3,1,10.880345492813893,11.034834017317689
70,male,widowed,bachelor's,unemployed,0.297,751.0,24909.81,debt_consolidation,14.3,36,2,3,0,10.635964094193106,9.867468588310077
23,female,single,master's,employed,0.203,757.0,3631.52,car,12.6,36,9,1,1,11.073709707593146,10.683873563382907
21,female,married,high_school,unemployed,0.211,642.0,13206.54,other,14.25,36,2,1,0,10.822452306025635,9.473335206823148
37,female,married,high_school,self-employed,0.121,585.0,10913.79,debt_consolidation,15.87,60,4,5,1,10.942313919663713,8.794499117368234
27,male,single,bachelor's,employed,0.295,801.0,18148.11,car,9.7,60,9,3,0,10.187795062551425,9.806949118736595
68,female,married,bachelor's,employed,0.23,694.0,12489.03,car,14.16,36,6,2,1,11.070926343297014,10.527385132228384
25,male,single,bachelor's,employed,0.195,659.0,18385.11,home,11.7,60,2,2,1,11.804891025175207,11.604548491937003
39,male,married,master's,employed,0.133,783.0,14198.22,debt_consolidation,11.05,36,6,2,1,9.998735912247811,9.71637091770885
59,female,married,bachelor's,retired,0.272,781.0,10969.5,debt_consolidation,11.59,36,4,6,1,10.105337189137629,9.964904331101776
66,male,single,master's,employed,0.316,699.0,11215.79,education,12.55,36,7,5,1,11.082448809667458,10.824774980108279
54,female,single,bachelor's,employed,0.13,807.0,8608.2,education,12.84,60,6,5,1,10.565311492648554,8.133461198953132
55,male,married,high_school,employed,0.259,548.0,18468.94,debt_consolidation,16.94,36,6,5,1,10.031034763105877,9.434297991846652
69,male,married,high_school,unemployed,0.048,621.0,24578.79,other,10.82,36,4,2,0,9.939242651996935,8.498320211863655
36,female,married,high_school,unemployed,0.271,716.0,17643.13,home,11.05,36,7,2,0,12.271222776471333,11.506879525053149
60,female,single,high_school,employed,0.276,783.0,1990.5,car,10.54,36,6,1,1,9.600462374324177,7.889208087542687
70,male,married,high_school,employed,0.218,850.0,20756.0,debt_consolidation,9.92,36,7,4,1,9.885742536904413,9.73844072471165
67,male,single,high_school,employed,0.254,624.0,12582.97,business,13.54,36,3,3,0,10.852778149688941,9.549803132519903
59,female,married,high_school,self-employed,0.101,651.0,8422.23,vacation,13.84,60,4,1,1,9.933141010491854,8.405892847633037
47,male,single,bachelor's,unemployed,0.119,744.0,8604.5,car,11.94,36,5,1,1,10.603689042842143,8.233588129982158
61,male,single,bachelor's,employed,0.138,657.0,4476.66,medical,11.64,36,8,1,1,9.729379968512621,9.47200208201779
58,female,married,master's,employed,0.227,730.0,31217.82,other,12.96,60,3,0,1,10.389514618099708,8.61937786943603
70,male,single,high_school,employed,0.226,755.0,15458.91,debt_consolidation,13.61,60,5,5,1,10.335118009364443,8.607401286786097
70,female,married,master's,self-employed,0.235,734.0,3863.99,debt_consolidation,11.58,60,3,2,1,10.07290622397456,10.261594071282492
45,female,married,high_school,employed,0.232,561.0,25338.26,debt_consolidation,11.16,60,7,2,1,10.639127011914546,10.127831982506844
46,other,married,other,self-employed,0.182,793.0,39031.0,business,8.35,36,1,1,1,10.144033598228546,9.66537121643578
34,male,single,high_school,employed,0.066,580.0,19597.21,medical,15.8,36,4,3,1,10.886070766458714,9.82797436275719
34,female,single,master's,unemployed,0.288,615.0,13739.66,debt_consolidation,9.4,36,1,2,0,9.95085384634025,8.704369610936373
34,male,married,high_school,employed,0.096,750.0,6073.43,debt_consolidation,10.37,36,11,1,1,10.796381297134834,9.705809485801483
45,male,single,other,employed,0.045,663.0,26805.42,other,13.06,36,5,3,1,10.917427181826806,9.900774876555305
56,male,single,master's,employed,0.048,656.0,22443.37,car,12.48,60,3,1,1,10.912116962764808,11.061033622590616
24,male,married,bachelor's,retired,0.113,582.0,8790.52,business,14.15,60,4,3,1,11.25346667551933,10.566474707656077
67,male,married,bachelor's,self-employed,0.272,637.0,24975.98,debt_consolidation,9.12,36,5,1,1,9.59955820502648,8.432173284678179
35,female,single,high_school,employed,0.189,718.0,13274.11,debt_consolidation,11.31,60,7,3,1,9.764575423966908,7.777302351167313
52,male,married,high_school,employed,0.288,755.0,27729.32,debt_consolidation,15.75,36,6,2,1,9.567427930777693,8.135871276702673
38,male,married,high_school,retired,0.106,585.0,20477.04,car,13.58,60,5,1,1,10.755222269786369,9.58826434764408
34,female,married,bachelor's,self-employed,0.018,592.0,18541.6,debt_consolidation,13.59,36,7,1,1,9.921690371409197,9.812177312296685
21,male,single,high_school,unemployed,0.145,621.0,3257.24,other,14.87,36,5,3,0,10.239376047384688,10.149710318052232
62,female,single,bachelor's,retired,0.248,633.0,19533.42,debt_consolidation,13.49,60,4,2,1,10.931350606785953,10.333881993181766
40,female,married,bachelor's,employed,0.15,489.5,10691.72,debt_consolidation,15.03,36,4,4,1,11.012834352956023,10.611152833608983
30,female,married,bachelor's,unemployed,0.017,736.0,27256.04,business,10.51,36,7,1,1,9.10963898569908,8.641306371587481
30,male,single,high_school,employed,0.128,553.0,4246.25,debt_consolidation,16.29,60,3,2,1,10.534739382370535,9.135491817967095
44,other,married,bachelor's,employed,0.087,624.0,26398.92,business,15.8,36,6,1,0,10.184980008774485,10.351006855693567
54,female,single,high_school,employed,0.45849999999999996,646.0,10790.22,other,12.82,36,6,3,0,10.649217695504202,10.36414545874155
48,female,married,bachelor's,employed,0.143,607.0,6187.17,home,14.71,36,4,5,1,10.551454296015532,9.944861234848684
47,male,married,bachelor's,employed,0.095,705.0,19403.9,education,16.38,36,5,1,1,10.383603628206464,10.607913389255218
60,female,married,bachelor's,self-employed,0.057,662.0,500.0,business,11.99,36,6,2,1,11.509321378044433,11.431862687202052
21,female,married,bachelor's,employed,0.125,600.0,8572.82,education,14.39,36,5,2,1,10.716664132675598,8.659650628115049
53,male,single,master's,employed,0.183,649.0,10814.74,education,13.61,36,8,4,1,10.15867380894069,10.026495138651748
24,female,single,other,employed,0.078,676.0,12437.25,debt_consolidation,11.3,36,2,4,1,10.307936144166435,9.408106216076282
27,female,single,master's,employed,0.369,696.0,13523.87,debt_consolidation,12.02,36,10,1,0,9.40406170372101,9.55811704345419
29,female,single,high_school,retired,0.123,686.0,13197.4,medical,11.79,60,4,4,1,9.452943746738008,8.288750625088152
36,male,single,high_school,employed,0.254,705.0,10148.72,debt_consolidation,14.61,36,2,1,1,10.20736612566528,9.67734450723418
25,female,married,master's,employed,0.25,689.0,16162.01,home,10.74,36,2,0,1,10.700667893207168,9.000103174211482
54,male,single,other,employed,0.262,613.0,20734.14,home,18.19,36,2,3,0,11.180159272476008,8.828057468073036
43,female,married,high_school,employed,0.206,631.0,4824.62,medical,7.71,60,4,4,0,9.873314386611858,7.819334931126173
63,male,single,phd,employed,0.078,636.0,27420.97,vacation,15.62,36,7,2,1,10.813745725058254,11.23052183698675
70,male,widowed,master's,self-employed,0.169,636.0,2059.41,debt_consolidation,12.3,60,3,0,0,11.517405215885901,9.925111070024675
45,male,widowed,other,employed,0.235,719.0,27032.08,car,12.4,36,3,4,1,11.281164767467114,8.961518691359496
71,female,single,high_school,retired,0.195,769.0,10101.57,debt_consolidation,11.05,36,5,2,1,10.906639050058594,10.775869447156095
33,female,widowed,bachelor's,self-employed,0.292,489.5,22868.59,debt_consolidation,16.41,36,3,6,1,9.66656323109414,9.953766132274858
44,male,married,bachelor's,unemployed,0.099,702.0,11041.21,medical,9.59,36,5,2,0,10.130527503018348,9.83915007785403
31,male,single,bachelor's,employed,0.143,738.0,28138.48,debt_consolidation,12.47,36,4,3,1,11.00393415781639,10.793833818578511
72,male,divorced,bachelor's,employed,0.239,576.0,500.0,home,17.84,36,4,4,1,10.85153641393039,10.486299363346722
71,female,single,phd,student,0.179,804.0,10817.89,car,14.33,36,6,2,1,10.857775172071474,9.987081638900252
37,male,single,master's,employed,0.088,661.0,5979.76,debt_consolidation,15.91,36,6,1,1,11.014832930255185,10.15876755198024
57,male,married,high_school,employed,0.046,737.0,2298.99,education,3.63,36,6,5,1,10.277220478322354,10.331833225964141
33,female,single,bachelor's,employed,0.221,619.0,25423.9,vacation,12.41,60,6,3,1,10.210877394844088,9.723825456240077
47,male,single,bachelor's,student,0.327,729.0,9308.86,car,12.26,36,5,1,0,12.899222326086994,11.919117242323665
40,male,divorced,other,employed,0.089,703.0,11666.16,business,13.59,60,7,5,1,10.646607293197938,8.241350094248313
53,male,widowed,bachelor's,employed,0.285,574.0,1146.45,home,14.77,36,7,1,1,11.283647763165074,10.045464431431677
62,female,married,bachelor's,employed,0.217,591.0,18348.54,education,15.5,36,8,4,1,10.4724755693196,10.542075849312925
52,female,married,high_school,unemployed,0.111,647.0,9915.46,education,13.56,36,3,2,0,10.666716378320396,10.48226122214881
28,female,divorced,bachelor's,employed,0.015,736.0,12740.63,debt_consolidation,11.42,36,9,1,1,10.286370253337147,9.7110708103981
49,male,single,high_school,employed,0.17,668.0,4017.76,other,14.22,36,5,1,1,10.573891300868802,9.975564928710305
60,female,divorced,bachelor's,employed,0.183,659.0,26735.13,other,13.87,36,6,1,1,9.658695095602345,8.597649967197896
39,male,single,master's,student,0.314,620.0,28199.56,debt_consolidation,12.22,36,5,3,0,11.049499038427529,10.89717904367104
26,female,married,high_school,employed,0.357,787.0,18847.91,vacation,9.65,36,7,3,1,12.506249457594835,12.63318064738934
64,female,married,bachelor's,self-employed,0.084,741.0,16575.43,debt_consolidation,12.52,36,3,2,1,10.61407869858224,9.908120802437585
59,female,divorced,other,employed,0.012,681.0,21109.64,education,17.4,60,4,0,1,9.395331695103687,9.622840012972128
68,male,married,high_school,employed,0.067,714.0,27588.58,business,13.57,36,4,3,1,10.017121548373984,9.151628045556844
61,female,married,high_school,self-employed,0.232,744.0,2148.28,debt_consolidation,10.86,36,6,4,1,11.435493404922108,11.278555886948796
41,female,married,bachelor's,employed,0.234,639.0,500.0,medical,11.04,36,8,1,0,9.711031413915837,9.315240781801553
42,male,married,master's,employed,0.34,634.0,41982.22,home,11.69,36,5,2,1,10.747852115008385,10.0368529938915
62,female,married,bachelor's,self-employed,0.069,617.0,500.0,car,11.87,36,7,1,1,11.218504872939647,10.499255890082678
30,female,single,bachelor's,self-employed,0.034,663.0,9952.34,other,11.94,36,5,0,1,10.8028170525241,10.348287790328676
30,female,married,high_school,self-employed,0.437,651.0,17273.64,debt_consolidation,10.99,36,9,4,1,9.408963335902838,9.508362055937228
72,female,single,other,employed,0.352,628.0,16620.76,debt_consolidation,11.26,60,6,1,1,10.180639249691485,8.835978503919225
49,male,married,bachelor's,employed,0.066,777.0,13358.5,car,9.9,36,5,3,1,11.100595094786671,9.203443644128184
36,female,single,high_school,unemployed,0.264,722.0,21928.83,other,13.01,60,8,3,0,9.928735620588645,8.759255842576271
21,female,widowed,bachelor's,unemployed,0.404,684.0,14438.58,other,13.77,60,6,4,0,10.744246221797846,9.439442933071797
37,male,single,bachelor's,employed,0.097,675.0,8595.77,business,10.04,36,8,1,1,9.930528138186418,9.414822884134443
50,male,single,bachelor's,employed,0.034,689.0,17935.88,home,13.22,60,2,2,1,10.922636632255543,10.96434328232044
46,male,divorced,bachelor's,employed,0.283,715.0,2308.64,debt_consolidation,13.36,36,7,4,1,10.58444220539726,10.26088223739921
73,male,single,master's,unemployed,0.043,676.0,27790.1,debt_consolidation,13.23,36,8,1,1,10.717140281571119,10.62796599273275
66,female,married,high_school,employed,0.2,539.0,15867.87,debt_consolidation,10.48,36,3,4,1,10.078570053812586,10.071267642824191
39,male,married,bachelor's,employed,0.034,666.0,7551.23,home,13.17,36,3,3,1,9.93532530938488,9.307776472227602
73,male,single,bachelor's,unemployed,0.186,638.0,13141.95,debt_consolidation,12.76,36,8,1,0,9.12452645955777,8.617923202817638
41,male,married,high_school,self-employed,0.158,673.0,15530.44,vacation,13.31,36,5,2,1,10.08026753312016,10.106181427262909
37,female,married,master's,employed,0.126,774.0,12119.4,car,12.08,60,6,1,1,10.242570307359163,10.31976499610234
66,male,divorced,high_school,self-employed,0.091,769.0,32870.85,debt_consolidation,11.35,60,3,3,1,10.784656678426106,10.963980960810236
60,male,single,high_school,employed,0.054,634.0,12530.07,debt_consolidation,13.95,60,11,1,1,9.386954002844542,9.271522955749948
41,male,single,high_school,retired,0.364,686.0,500.0,other,11.6,36,6,0,1,11.486911722572058,10.946033242881455
73,female,married,high_school,retired,0.171,850.0,7867.82,home,10.7,60,9,2,1,10.064561638750368,10.16926866523119
61,male,single,high_school,retired,0.076,762.0,18242.82,home,12.42,60,9,0,1,10.235878973945738,10.063329577319374
60,female,single,bachelor's,employed,0.155,820.0,28342.34,medical,9.27,60,3,4,1,10.809601273867216,10.627539473816109
65,male,single,bachelor's,employed,0.119,724.0,21065.75,business,13.07,60,10,3,1,10.294091106117804,9.697937081422655
69,male,married,high_school,employed,0.254,656.0,4666.14,debt_consolidation,15.72,36,4,3,1,10.83552386949958,10.54122217671265
39,male,married,master's,employed,0.264,765.0,3394.91,business,9.05,36,3,3,1,10.059962956668116,9.544633092319266
27,male,single,bachelor's,employed,0.158,582.0,7598.1,debt_consolidation,14.69,36,7,3,0,10.076654836538602,8.499617642339329
37,male,single,bachelor's,employed,0.168,760.0,500.0,debt_consolidation,13.03,36,5,1,1,10.302661244458,9.942243734734687
21,male,married,high_school,unemployed,0.094,697.0,31385.14,other,11.81,36,3,1,0,10.136970269988357,7.850091853758835
57,male,single,bachelor's,unemployed,0.052,787.0,14777.42,business,12.1,36,4,0,1,10.644896662536008,10.560392858793614
26,female,married,high_school,employed,0.336,754.0,17846.67,home,10.24,36,6,2,1,11.207496442868413,9.13571595879744
46,male,single,high_school,student,0.354,718.0,22188.72,debt_consolidation,12.57,60,6,6,0,9.090239527274516,9.411854893135452
22,female,single,bachelor's,employed,0.157,682.0,8501.91,car,15.97,60,3,2,1,11.168537441007862,10.356594546747116
52,female,single,bachelor's,unemployed,0.227,657.0,12779.28,car,13.12,60,9,5,0,10.683624026508529,9.864893802800202
68,female,single,high_school,employed,0.236,638.0,7687.97,debt_consolidation,10.47,60,2,4,1,11.364771800380167,10.936861341805702
74,male,married,master's,employed,0.01,691.0,11266.13,debt_consolidation,13.64,36,5,2,1,10.687407817650481,10.374663619208418
25,female,divorced,high_school,student,0.097,783.0,17802.02,debt_consolidation,9.69,60,8,3,1,10.866515103814267,8.875354230568274
57,male,married,high_school,employed,0.146,688.0,10190.94,car,9.72,36,6,2,1,9.773616879864122,9.698906889771253
51,male,married,bachelor's,unemployed,0.065,699.0,18559.35,education,12.25,36,2,2,1,11.253226974168694,10.764674370404183
32,male,single,bachelor's,employed,0.216,593.0,17626.91,debt_consolidation,15.22,36,4,3,0,9.813563392053943,9.343126737136654
55,female,married,other,employed,0.029,542.0,22973.53,debt_consolidation,17.82,60,7,5,0,10.386838274231556,10.629419636552125
50,male,married,bachelor's,employed,0.142,813.0,33720.07,home,5.45,60,6,1,1,11.664979720262968,9.105948276137365
68,female,single,bachelor's,student,0.143,679.0,24574.7,debt_consolidation,13.13,36,5,2,0,10.889905099406882,10.52202082528618
26,male,single,high_school,employed,0.355,695.0,13556.11,debt_consolidation,17.33,36,2,2,1,10.142434765539143,9.17300500044894
35,female,single,master's,unemployed,0.101,634.0,8399.81,education,12.44,36,4,3,0,10.394464997968507,9.998906817299563
35,female,single,high_school,self-employed,0.063,803.0,17361.02,debt_consolidation,11.13,36,6,2,1,10.847208220281242,10.442122779684038
36,female,married,master's,employed,0.025,620.0,5842.85,debt_consolidation,12.93,36,5,2,1,11.17287513459966,9.813678265042835
40,female,divorced,phd,employed,0.041,579.0,500.0,home,14.82,60,4,3,1,9.838753278906955,9.826331092306933
33,female,married,master's,employed,0.054,737.0,26172.42,business,9.94,36,2,2,1,10.978744721271658,10.950851984380877
64,female,married,bachelor's,retired,0.223,586.0,7414.46,car,12.53,36,4,1,1,10.41620668248726,10.541318092737846
62,male,single,bachelor's,employed,0.314,751.0,23153.95,debt_consolidation,10.76,36,8,1,1,9.854084575635325,9.587861320272516
66,male,single,bachelor's,employed,0.45849999999999996,496.0,19493.74,debt_consolidation,14.41,60,6,2,0,10.958166239819253,9.300903849447204
51,female,married,high_school,self-employed,0.12,665.0,17426.41,car,12.87,60,2,0,0,10.078196036626522,10.083597498854886
54,male,single,master's,employed,0.049,534.0,21728.17,other,12.53,36,5,2,1,9.842125314998091,9.652295545332885
49,female,single,bachelor's,employed,0.278,698.0,8974.86,debt_consolidation,12.83,60,8,1,1,10.55717145052521,10.423592688147112
23,male,married,bachelor's,employed,0.174,571.0,8215.15,debt_consolidation,11.4,60,4,1,1,10.62103169222917,9.66583487608873
29,female,single,bachelor's,employed,0.125,633.0,500.0,medical,12.9,36,7,2,1,10.405019220987388,10.33285797152407
31,male,single,high_school,self-employed,0.304,676.0,23350.48,business,10.64,36,1,2,1,9.738291513364116,8.813960369036225
31,male,single,master's,self-employed,0.041,793.0,28447.81,other,10.45,36,7,5,1,11.50823849828205,10.750623471240056
45,male,single,bachelor's,employed,0.138,848.0,21966.55,debt_consolidation,7.47,36,3,2,1,11.012265330427335,9.752159302570432
42,female,married,master's,employed,0.055,636.0,12310.01,debt_consolidation,13.04,36,7,3,0,10.866164609290783,10.933631118041836
62,male,single,other,employed,0.045,760.0,26310.73,debt_consolidation,8.36,36,3,0,1,9.933384647064948,8.504883740025184
66,female,single,master's,self-employed,0.174,570.0,27777.81,education,12.2,60,4,2,0,10.199822827805422,8.994425629749893
29,female,single,high_school,employed,0.022,648.0,2795.04,debt_consolidation,15.09,60,6,1,1,9.636853083709772,9.859436391531952
40,female,single,master's,employed,0.344,701.0,11715.96,debt_consolidation,11.18,36,2,1,1,10.283994446118182,10.231479648473357
41,male,divorced,bachelor's,retired,0.124,508.0,500.0,debt_consolidation,13.52,36,4,3,1,9.724592319186257,9.22118634122947
30,male,single,high_school,employed,0.143,776.0,3193.37,debt_consolidation,9.9,60,9,1,1,10.086496373110219,10.320762647403651
42,male,single,high_school,employed,0.122,626.0,25981.09,home,10.69,60,2,3,1,11.948234059712584,10.389984110120743
49,male,married,high_school,employed,0.313,649.0,19790.93,home,11.02,36,3,0,1,12.089357633083903,9.92964299710492
29,female,single,high_school,employed,0.159,727.0,12720.92,debt_consolidation,11.39,36,2,3,1,10.492051970465491,8.631895932276384
25,female,married,high_school,self-employed,0.015,754.0,9702.64,car,9.68,36,5,0,1,10.219073539239897,7.373449636639774
60,male,single,other,employed,0.351,660.0,4935.9,debt_consolidation,13.97,36,2,6,1,11.055692265565773,10.789231238016304
31,female,widowed,master's,unemployed,0.125,691.0,19900.41,car,14.54,36,6,1,0,10.348001243599406,9.021872364395175
21,female,widowed,master's,employed,0.165,740.0,17715.19,debt_consolidation,11.64,60,3,4,1,11.24891512646592,10.568711225531043
73,female,married,high_school,employed,0.062,696.0,25053.83,business,12.61,60,3,2,1,10.677631139700333,9.472273004842616
62,female,married,high_school,self-employed,0.068,547.0,19518.71,business,13.26,36,4,3,1,11.347434830209345,9.440640652699855
21,female,single,bachelor's,employed,0.232,681.0,20590.13,home,11.66,60,6,0,1,11.331331283574638,11.173538223848645
74,male,divorced,master's,unemployed,0.076,761.0,11960.97,debt_consolidation,9.47,60,5,3,1,10.103576578861583,8.654093652351245
59,female,single,other,employed,0.066,733.0,10504.86,car,11.35,36,5,3,1,10.316794830292311,9.31687010383427
66,female,single,master's,employed,0.202,661.0,14231.34,education,12.29,36,2,3,1,10.70593253744994,9.125256227589286
25,female,single,phd,employed,0.101,721.0,4863.63,education,9.49,60,6,1,1,11.551107562025415,8.939068250091225
69,male,single,high_school,employed,0.065,696.0,10743.61,other,10.01,60,4,2,1,11.5398191655832,8.891402898873359
42,male,married,high_school,employed,0.054,537.0,16766.14,debt_consolidation,14.54,60,5,2,1,10.506631521392622,9.885609182668539
46,male,single,high_school,employed,0.058,657.0,16103.64,debt_consolidation,13.24,36,7,5,1,10.408045676493838,10.194266948325826
73,male,married,high_school,employed,0.14,714.0,21812.51,debt_consolidation,14.83,36,6,0,1,10.893997050426139,10.228392068891944
26,female,single,master's,employed,0.241,741.0,17791.59,debt_consolidation,8.69,36,6,5,1,10.67536527256102,8.986073690186998
52,female,married,phd,employed,0.387,661.0,18283.31,business,12.16,36,4,2,0,10.807038881709705,8.619246042778864
68,male,married,bachelor's,employed,0.225,700.0,6240.81,business,11.97,36,5,5,1,10.597063141316166,8.888993961090746
31,male,married,master's,employed,0.45849999999999996,586.0,44715.63,debt_consolidation,12.76,36,8,1,0,9.105268703486885,9.531309482328725
30,female,married,high_school,employed,0.389,734.0,12241.86,debt_consolidation,9.71,60,6,1,1,10.6283618139895,8.812413281491267
67,male,married,bachelor's,student,0.262,774.0,32067.24,medical,11.84,36,6,4,0,10.491553900545503,10.39274801064737
59,male,single,bachelor's,employed,0.064,726.0,640.92,medical,12.46,36,8,2,1,10.480632517088702,10.601542171896488
75,female,single,high_school,retired,0.261,721.0,20308.32,car,9.17,36,3,4,1,10.793397758094693,10.326180734790778
54,male,married,master's,employed,0.139,733.0,14518.31,debt_consolidation,11.2,36,6,4,1,9.695556452899716,8.450638773055887
51,male,married,high_school,self-employed,0.179,786.0,10220.15,debt_consolidation,9.42,60,8,4,1,10.870437938089955,10.231762353228659
32,male,single,bachelor's,self-employed,0.01,795.0,18044.97,debt_consolidation,11.37,60,5,2,1,10.154617797189605,10.030549186333054
71,female,single,master's,employed,0.35,635.0,8418.14,medical,13.4,36,3,2,1,9.51430933995193,7.558704518841896
64,female,single,bachelor's,employed,0.073,715.0,32053.38,debt_consolidation,10.67,60,4,2,1,10.919725333663939,10.78422053440879
36,male,single,master's,employed,0.174,653.0,26434.71,debt_consolidation,7.93,36,6,3,1,10.828040260100586,11.096212637764614
58,male,divorced,master's,employed,0.147,758.0,15755.85,debt_consolidation,10.86,60,5,1,1,9.458976995914938,9.038786633583557
23,female,single,high_school,employed,0.273,685.0,8152.2,other,14.03,36,2,6,1,9.61615941744113,8.217211791377403
22,female,married,bachelor's,employed,0.401,716.0,22256.28,other,13.26,36,3,3,1,9.756631204269036,9.708568175379405
72,female,married,bachelor's,self-employed,0.419,648.0,500.0,other,17.89,60,4,4,1,9.547606579033719,8.860232389695698
25,female,single,bachelor's,retired,0.185,744.0,913.77,other,8.65,36,4,3,1,10.141024224149975,8.89157759310731
31,female,single,bachelor's,employed,0.124,701.0,6235.46,debt_consolidation,12.12,60,2,4,1,10.877894161957753,10.374967591352679
45,female,single,high_school,self-employed,0.063,713.0,500.0,debt_consolidation,7.48,36,9,1,1,10.876770717809574,10.129074516285385
55,female,married,master's,employed,0.05,696.0,500.0,education,12.54,36,0,3,1,10.20164432328693,9.441233815150452
55,female,single,high_school,unemployed,0.3,724.0,23873.19,other,11.64,60,6,3,0,9.468665721766966,9.219863879079785
42,female,single,high_school,employed,0.134,717.0,9720.85,education,13.28,60,5,3,1,10.669544291009652,9.79587951308782
57,male,single,bachelor's,retired,0.066,739.0,16160.7,education,11.94,36,5,1,1,10.839855383839462,10.519327031880282
42,female,single,bachelor's,employed,0.214,732.0,11228.15,business,12.41,60,2,1,1,10.104078699379826,9.889133017397674
75,female,single,other,employed,0.237,671.0,12718.86,debt_consolidation,13.36,36,7,3,1,9.870752561543178,9.916394893261726
31,female,single,master's,employed,0.08,652.0,4374.8,business,10.51,36,5,2,1,10.509137328923456,9.879403854519643
52,male,single,bachelor's,self-employed,0.133,699.0,13036.36,debt_consolidation,14.98,36,6,4,1,9.948171679412633,8.51054715536312
55,female,married,other,student,0.142,614.0,8144.58,car,12.92,36,8,3,0,9.248657792668254,9.057779927054886
51,female,single,bachelor's,employed,0.318,777.0,12892.25,car,11.41,36,3,0,1,9.715845064663007,9.905156658802941
65,male,married,master's,self-employed,0.197,820.0,1838.88,home,11.16,36,7,1,1,10.012281417499112,8.499251192077796
73,female,married,bachelor's,employed,0.237,667.0,15558.3,other,17.82,36,3,2,0,11.2116117017675,11.43869651626837
28,female,married,high_school,employed,0.134,753.0,13144.15,car,8.14,36,7,0,1,9.990961197663376,9.720739504807844
40,male,single,master's,unemployed,0.205,641.0,8718.46,other,13.8,36,10,2,0,10.10975957668009,10.51585950719656
62,male,single,bachelor's,employed,0.161,582.0,27098.92,business,14.02,36,2,3,1,10.61587985207219,9.409768932671897
54,female,married,bachelor's,unemployed,0.273,594.0,5235.0,education,13.95,36,8,3,0,10.62603041523814,10.704592996683122
24,female,married,master's,employed,0.181,637.0,11822.89,business,13.68,60,6,3,1,9.65487297637232,9.555847386088884
38,male,single,bachelor's,retired,0.238,601.0,13496.76,other,12.47,36,5,4,1,10.316951914466436,9.020533671257342
71,male,single,high_school,self-employed,0.151,774.0,21551.09,other,15.17,36,5,4,1,11.33532048760727,9.947042608838213
24,male,married,bachelor's,self-employed,0.18,717.0,23678.95,medical,13.14,36,3,0,1,10.718573123295934,10.599834358829868
40,male,single,master's,self-employed,0.178,711.0,500.0,medical,13.24,36,6,2,1,10.884389490406246,9.53226733715536
29,male,married,high_school,employed,0.094,755.0,29707.04,other,11.23,36,5,3,1,10.859718738487913,10.581947654043095
36,female,divorced,bachelor's,unemployed,0.249,707.0,26015.86,debt_consolidation,9.15,60,5,3,0,9.90845967104266,9.855834991051323
46,female,single,high_school,employed,0.178,652.0,6616.55,debt_consolidation,9.29,60,5,5,1,11.156438217701089,8.68946272885359
58,female,married,high_school,employed,0.21,594.0,29698.33,car,15.51,36,4,5,1,10.053062493906973,8.634537019523993
45,male,single,bachelor's,self-employed,0.085,514.0,20175.97,education,16.9,36,3,4,1,10.176849580828545,8.908098146415295
